Query ID,Query Name,Ground Truths,Pred 1,Pred 2,Pred 3,Pred 4,Pred 5
6871,portion size,diet,"diet , food , and nutrition",diet,nutritional physiological phenomena,food,food and beverages
139,"adenocarcinoma , clear cell",adenocarcinoma,adenocarcinoma,carcinoma,neoplasms by histologic type,neoplasms,neoplasms by site
6360,"palate , soft",palate,mouth,face,jaw,facial bones,respiratory system
7530,renal artery obstruction,kidney diseases,kidney diseases,lung diseases,vascular diseases,liver diseases,chemistry
9371,whole blood coagulation time,blood physiological phenomena; blood coagulation tests,blood transfusion,blood physiological phenomena,blood,hematologic diseases,blood cells
4440,incidence,morbidity,morbidity,health status indicators,vital statistics,mortality,health surveys
8947,"tuberculosis , central nervous system",tuberculosis; central nervous system bacterial infections,mycobacterium infections,tuberculosis,bacterial infections,central nervous system infections,liver diseases
4076,hematopoietic stem cell mobilization,biological therapy,cytokines,physiological effects of drugs,stem cells,pharmacologic actions,therapeutic uses
4910,"legislation , drug","legislation as topic; social control , formal",legislation as topic,"social control , formal","technology , pharmaceutical",crime,pharmacological phenomena
3200,feeder cells,"cells , cultured","cells , cultured",cells,bone marrow cells,epithelial cells,connective tissue cells
1517,cholera vaccines,bacterial vaccines,bacterial vaccines,vaccines,viral vaccines,cardiovascular diseases,biological products
7811,saccades,eye movements,ocular physiological phenomena,eye movements,eye,anterior eye segment,retina
8311,spain,europe,europe,"europe , eastern",united kingdom,geographic locations,asia
2223,dental enamel permeability,tooth permeability,tooth permeability,dental physiological phenomena,tooth diseases,digestive system and oral physiological phenomena,periodontal diseases
4168,high vocal center,animal structures,spinal cord,central nervous system,"neurons , afferent",cerebral cortex,neurons
7229,pyramidal tracts,spinal cord,spinal cord,central nervous system,neurons,nervous system,"neurons , afferent"
6906,potassium deficiency,deficiency diseases,nutritional and metabolic diseases,glucose metabolism disorders,metabolic diseases,neurons,endocrine system diseases
8709,thrombin time,blood physiological phenomena; blood coagulation tests,blood transfusion,blood coagulation disorders,hematologic diseases,blood physiological phenomena,digestive system and oral physiological phenomena
34,abortion applicants,persons,persons,population groups,occupational groups,health personnel,drug therapy
6454,patient comfort,patient care,patient care,continuity of patient care,primary health care,comprehensive health care,nursing care
9307,vulnerable populations,persons,persons,population groups,crime,drug therapy,public health practice
590,"arthritis , juvenile",arthritis; autoimmune diseases,arthritis,osteoarthritis,joint diseases,autoimmune diseases,musculoskeletal diseases
5294,maze procedure,cardiac surgical procedures; ablation techniques,endovascular procedures,cardiac surgical procedures,vascular surgical procedures,cardiovascular surgical procedures,minimally invasive surgical procedures
2942,erythrocyte aging,blood physiological phenomena; cellular senescence,blood cells,cells,blood,cell membrane,immune system
7629,retention in care,continuity of patient care,continuity of patient care,primary health care,comprehensive health care,delivery of health care,patient care management
1493,child psychiatry,psychiatry,psychiatry,forensic psychiatry,behavioral sciences,behavioral disciplines and activities,medicine
3274,fibroblast growth factor 7,fibroblast growth factors,fibroblast growth factors,cytokines,intercellular signaling peptides and proteins,vaccines,blood coagulation factor inhibitors
7673,rheumatoid nodule,"arthritis , rheumatoid",musculoskeletal diseases,joint diseases,connective tissue diseases,"neoplasms , connective and soft tissue",amino acids
6106,"obesity , abdominal",obesity,obesity,overweight,body weight,body size,nutritional and metabolic diseases
5296,mean platelet volume,platelet function tests; cell size,blood physiological phenomena,cardiovascular physiological phenomena,circulatory and respiratory physiological phenomena,body weight,body size
42,academic failure,educational status,educational measurement,education,"psychology , educational","education , professional","psychology , applied"
1565,chromosome walking,chromosome mapping,nucleic acid hybridization,cytogenetic analysis,genetic techniques,molecular probe techniques,nucleic acid probes
5997,northern territory,australia,australia,geographic locations,united states,north america,islands
3244,fetal mortality,mortality,mortality,vital statistics,health status indicators,health surveys,population characteristics
9124,vaginal neoplasms,"vaginal diseases; genital neoplasms , female",vaginal diseases,"genital neoplasms , female","genital diseases , female","genital diseases , male",uterine diseases
4084,hemodynamic monitoring,"monitoring , physiologic; diagnostic techniques , cardiovascular","monitoring , physiologic","diagnostic techniques , cardiovascular",hematologic tests,vital signs,blood physiological phenomena
8453,strategic planning,planning techniques,regional health planning,organization and administration,health planning,health facility administration,mental processes
6359,"palate , hard",palate,jaw,facial bones,mouth,musculoskeletal system,face
4452,india,"asia , western","asia , western",asia,far east,geographic locations,historical geographic locations
1010,book review,publication formats,publication components,publications,library science,study characteristics,publication formats
9006,"ultrasonography , doppler , color","ultrasonography , doppler , duplex",ultrasonography,"ultrasonography , doppler , duplex","ultrasonography , doppler",diagnostic imaging,tomography
7045,prolactin,"pituitary hormones , anterior",pancreatic hormones,peptide hormones,hormones,pituitary hormones,"hormones , hormone substitutes , and hormone antagonists"
1619,"circulatory arrest , deep hypothermia induced","heart arrest , induced",anesthesia and analgesia,catheterization,cardiovascular surgical procedures,anesthesia,vascular surgical procedures
8790,token economy,reward,activity,social behavior,personality development,behavior,social problems
2926,epitope mapping,protein interaction mapping,molecular probe techniques,"chemistry techniques , analytical","chromatography , liquid",chromatography,genetic techniques
5824,neck dissection,lymph node excision,"surgical procedures , operative",minimally invasive surgical procedures,orthopedic procedures,anesthesia and analgesia,transplantation
3330,"fluorescent antibody technique , direct",fluorescent antibody technique,fluorescent antibody technique,molecular probe techniques,genetic techniques,"chemistry techniques , analytical",clinical laboratory techniques
772,bed rest,therapeutics,patient care,environment and public health,signs and symptoms,human activities,human rights
8558,sustainable development,conservation of natural resources; public policy,regional health planning,policy,health planning,health care economics and organizations,"technology , industry , and agriculture"
9049,universal health care,"social control , formal; health services accessibility; health services administration",primary health care,delivery of health care,comprehensive health care,health planning,patient care
9232,virus activation,virus replication,virus physiological phenomena,microbiological phenomena,immunity,virus diseases,physiological phenomena
7043,projection,defense mechanisms,defense mechanisms,personality development,emotional intelligence,behavior and behavior mechanisms,personality
8718,thymus neoplasms,thoracic neoplasms; lymphatic diseases,head and neck neoplasms,neoplasms by histologic type,"neoplasms , connective and soft tissue",behavioral disciplines and activities,behavioral sciences
7490,"regression , psychology",defense mechanisms,behavior and behavior mechanisms,behavioral symptoms,attitude,psychological phenomena,"psychology , social"
9078,"urinary incontinence , stress",urinary incontinence,respiration disorders,reproductive and urinary physiological phenomena,fistula,signs and symptoms,chemistry
6200,operative blood salvage,tissue and organ harvesting,"surgical procedures , operative",minimally invasive surgical procedures,cardiovascular surgical procedures,transplantation,viruses
2020,"cranial fossa , anterior",skull base,cerebral cortex,sensorimotor cortex,face,facial bones,head
8224,social values,"psychology , social","psychology , social",sociology,psychological phenomena,social problems,socioeconomic factors
4838,lac operon,operon,"regulatory sequences , nucleic acid",gene components,genome components,base sequence,molecular sequence
3880,gulf war,armed conflicts,armed conflicts,asia,geographic locations,ecological and environmental phenomena,europe
5550,mineral waters,water,water,body fluids,fluids and secretions,body fluid compartments,environment
2019,crack cocaine,cocaine,pharmaceutical preparations,viruses,"hormones , hormone substitutes , and hormone antagonists",hormones,mouth diseases
8173,smoking cessation,health behavior,therapeutics,drug administration routes,delivery of health care,drug therapy,"insurance , health"
2519,double outlet right ventricle,transposition of great vessels,"heart defects , congenital",heart diseases,cardiovascular abnormalities,"arrhythmias , cardiac",cardiovascular diseases
6483,patients ' rooms,health facility environment,intensive care units,hospital units,health facilities,health services accessibility,patient care
1459,chest wall oscillation,respiratory therapy,"signs and symptoms , respiratory",respiration disorders,"diagnostic techniques , respiratory system",respiratory function tests,respiration
4679,intracranial embolism,intracranial embolism and thrombosis,intracranial embolism and thrombosis,stroke,cerebrovascular disorders,embolism and thrombosis,myocardial ischemia
6606,personnel turnover,personnel management,personnel management,occupational groups,organization and administration,professional practice,delivery of health care
8111,skin absorption,"skin physiological phenomena; absorption , physiological","absorption , physiological",absorption,skin and connective tissue diseases,sensation,skin diseases
2217,dental cavity lining,"dentistry , operative",dental materials,biomedical and dental materials,manufactured materials,dentistry,specialty uses of chemicals
1167,"carcinoma , pancreatic ductal","pancreatic neoplasms; carcinoma , ductal",adenocarcinoma,pancreatic diseases,carcinoma,digestive system neoplasms,digestive system diseases
5520,microwave imaging,diagnostic imaging,magnetic resonance imaging,tomography,diagnostic imaging,ultrasonography,spectrum analysis
3579,"generalization , response","generalization , psychological",learning,diagnosis,immune system phenomena,perception,behavioral disciplines and activities
1558,chromosome inversion,sequence inversion; chromosome aberrations,chromosome aberrations,mutagenesis,mutation,chromosomes,protein structural elements
9275,vitamin b complex,vitamins,amino acids,"amino acids , peptides , and proteins",organic chemicals,proteins,glycoproteins
3629,genetic association studies,genetic techniques,epidemiologic study characteristics,epidemiologic studies,clinical studies as topic,epidemiologic methods,data collection
6367,pancreas transplantation,organ transplantation; digestive system surgical procedures,transplantation,pancreatic diseases,digestive system diseases,nutritional physiological phenomena,"diet , food , and nutrition"
2660,"education , nursing , continuing","education , continuing; education , nursing","education , nursing","education , continuing","education , professional",education,rehabilitation
3544,"gene expression regulation , bacterial",gene expression regulation,gene expression regulation,microbiological phenomena,genetic variation,genetic phenomena,cardiovascular physiological phenomena
5580,mitral valve,heart valves,heart valves,heart,cardiovascular system,muscles,heart diseases
9237,virus inactivation,virus physiological phenomena; microbiological techniques,virus physiological phenomena,microbiological phenomena,radiation,environmental exposure,virus diseases
8753,tinnitus,hearing disorders,hearing disorders,sensation disorders,ear diseases,sensation,neurologic manifestations
4685,intracranial pressure,cerebrospinal fluid pressure,nervous system physiological phenomena,musculoskeletal and neural physiological phenomena,peripheral nervous system,nervous system,brain diseases
1066,breathing exercises,exercise movement techniques,respiratory function tests,respiration,pulmonary ventilation,respiratory therapy,respiratory physiological phenomena
8134,skull base neoplasms,skull neoplasms,skull neoplasms,bone neoplasms,bone diseases,jaw diseases,thoracic neoplasms
6694,physicians ' offices,health facilities,physicians,professional practice,health occupations,medicine,industry
3709,gestational sac,embryonic structures,embryonic structures,reproduction,reproductive physiological phenomena,pregnancy,body fluids
6828,police,emergency responders,crime,forensic sciences,united states government agencies,federal government,government agencies
1928,"contraceptive agents , hormonal",contraceptive agents,contraceptive agents,reproductive control agents,physiological effects of drugs,therapeutic uses,pharmacologic actions
5655,mosquito vectors,insect vectors,animal population groups,animals,viruses,sensation,nervous system physiological phenomena
3211,femoral neck fractures,hip fractures,femoral fractures,leg injuries,"fractures , bone",wounds and injuries,musculoskeletal diseases
7279,radioactive hazard release,accidents,environmental exposure,environmental pollution,toxic actions,radiation,poisoning
3193,feces,fluids and secretions,bodily secretions,fluids and secretions,digestive system diseases,intestinal diseases,body fluids
7138,psychiatric rehabilitation,rehabilitation,rehabilitation,psychotherapy,behavioral disciplines and activities,physical and rehabilitation medicine,mental disorders
3095,eye pain,eye manifestations; pain,pain,eye diseases,retinal diseases,eye,ocular physiological phenomena
3126,factor viii,blood coagulation factors; protein precursors,blood coagulation factors,enzyme precursors,blood coagulation factor inhibitors,cytokines,biological factors
1150,carbon sequestration,carbon cycle,environment,"environment , controlled",ecological and environmental phenomena,meteorological concepts,environmental pollution
6181,"oncology service , hospital",hospital departments,hospital departments,health services,hospital administration,"surgical procedures , operative",community health services
2318,diabetic retinopathy,retinal diseases,retinal diseases,"eye diseases , hereditary",eye diseases,kidney diseases,nutritional and metabolic diseases
1795,"communication methods , total",correction of hearing impairment,language arts,language,communication,social behavior,psychotherapy
7895,sea level rise,water movements; climate change,climatic processes,renewable energy,ecological and environmental phenomena,environment,meteorological concepts
3602,"genes , mcc","genes , tumor suppressor",genes,"genes , microbial","genome , microbial",genome components,genome
673,attitude to computers,attitude,attitude,attitude to health,treatment adherence and compliance,behavior and behavior mechanisms,information management
664,atrial remodeling,"pathologic processes; pathological conditions , anatomical; atrial function","arrhythmias , cardiac",cardiac conduction system disease,heart diseases,myocardial ischemia,cardiovascular physiological phenomena
781,behavior observation techniques,psychological techniques,group processes,clinical laboratory techniques,behavioral disciplines and activities,diagnostic techniques and procedures,epidemiologic methods
4796,"kidney tubules , collecting",kidney tubules,kidney tubules,kidney diseases,reproductive and urinary physiological phenomena,cytoplasmic structures,body fluid compartments
3970,health plan implementation,health planning,regional health planning,health planning,organization and administration,health care evaluation mechanisms,health services administration
2384,digestion,digestive system physiological phenomena; nutritional physiological phenomena,digestive system physiological phenomena,digestive system and oral physiological phenomena,nutritional physiological phenomena,diet,"diet , food , and nutrition"
1352,cellular reprogramming,cell differentiation; genetic phenomena,cell cycle,cell physiological phenomena,cell proliferation,signal transduction,intracellular space
9058,urban health,population health,population health,health,health status,population characteristics,public health
7729,"rna , transfer , amino acyl","rna , transfer; amino acids",rna,nucleic acids,proteins,glycoproteins,blood proteins
8560,suture techniques,wound closure techniques,orthopedic procedures,minimally invasive surgical procedures,"surgical procedures , operative",surgical equipment,wounds and injuries
112,acute radiation syndrome,radiation injuries,environmental exposure,radiation,environmental pollution,elements,pathologic processes
2903,epidural neoplasms,spinal cord neoplasms,spinal cord neoplasms,central nervous system neoplasms,spinal cord diseases,nervous system neoplasms,central nervous system diseases
2907,"epilepsy , benign neonatal","epilepsy; infant , newborn , diseases",epilepsy,respiration disorders,signs and symptoms,mental disorders,anesthesia and analgesia
7454,recovery of function,biological phenomena,rehabilitation,human activities,signs and symptoms,pathologic processes,activity
4632,intermediate back muscles,back muscles,back muscles,"muscle , skeletal",muscles,musculoskeletal system,skeleton
4342,hypertrophy,"pathological conditions , anatomical",pathologic processes,"pathological conditions , signs and symptoms",necrosis,signs and symptoms,postoperative complications
8406,squamous cell carcinoma of head and neck,"carcinoma , squamous cell; head and neck neoplasms",head and neck neoplasms,adenocarcinoma,carcinoma,mouth diseases,face
3137,"faculty , dental",health personnel; faculty,faculty,educational personnel,health personnel,occupational groups,"education , professional"
9107,vaccination coverage,preventive health services; vaccination,nutrition therapy,surveys and questionnaires,health surveys,"diet , food , and nutrition",nutritional physiological phenomena
2745,"electrophoresis , starch gel",electrophoresis,"electrophoresis , polyacrylamide gel",electrophoresis,electrochemical techniques,"chromatography , liquid",chromatography
4190,"histology , comparative",histology,anatomy,biological science disciplines,biology,genetics,natural science disciplines
4563,inorganic chemical,chemical viewed structurally,inorganic chemicals,chemical,chemical viewed functionally,specialty uses of chemicals,laboratory chemicals
6205,ophthalmic assistants,physician assistants,"personnel , hospital",health personnel,occupational groups,nurses,hospital departments
1769,color vision,"vision , ocular",vision tests,visual perception,ocular physiological phenomena,optical phenomena,retina
7931,self efficacy,self concept,self concept,psychological phenomena,attitude,behavior and behavior mechanisms,mental processes
6160,old age assistance,public assistance,public assistance,"financing , government",medical assistance,"financing , organized",medicare
1899,conservative treatment,therapeutics,complementary therapies,psychotherapy,therapeutics,drug therapy,comprehensive health care
4150,hepatocytes,epithelial cells,bone marrow cells,hematopoietic system,connective tissue cells,epithelial cells,cells
241,"aged , 80 and over",aged,aged,adult,age groups,infant,growth and development
2273,"dental staff , hospital","personnel , hospital; dental staff","personnel , hospital",health personnel,occupational groups,nurses,hospital departments
3242,"fetal membranes , premature rupture",obstetric labor complications,pregnancy complications,poisoning,physical object,"congenital , hereditary , and neonatal diseases and abnormalities",complex mixtures
8435,stem cell factor,hematopoietic cell growth factors,cytokines,intercellular signaling peptides and proteins,fibroblast growth factors,protein precursors,blood coagulation factors
6654,phospholipid transfer proteins,membrane proteins; carrier proteins,solute carrier proteins,carrier proteins,membrane proteins,vesicular transport proteins,membrane transport proteins
9261,visual field tests,vision tests,vision tests,ocular physiological phenomena,visual perception,diagnostic imaging,optical phenomena
6145,ocular absorption,"absorption , physiological; ocular physiological phenomena",ocular physiological phenomena,vision tests,"absorption , physiological",visual perception,optical phenomena
3191,fecal incontinence,rectal diseases,respiration disorders,neurologic manifestations,fistula,neuromuscular diseases,signs and symptoms
8422,state dentistry,health care economics and organizations,public health dentistry,dentistry,health planning,"social control , formal",environment and public health
1106,calcium hydroxide,calcium compounds,calcium compounds,minerals,inorganic chemicals,organic chemicals,tooth diseases
5704,multiplex polymerase chain reaction,polymerase chain reaction,polymerase chain reaction,nucleic acid amplification techniques,nucleic acid hybridization,molecular probe techniques,genetic engineering
2471,dna fragmentation,dna damage,dna,biochemical phenomena,molecular conformation,chromosomes,genetic phenomena
6940,"pregnancy , abdominal","pregnancy , ectopic",pregnancy,pregnancy complications,"labor , obstetric",obstetric surgical procedures,reproduction
9247,viscoelastic substances,specialty uses of chemicals,inorganic chemicals,specialty uses of chemicals,biomedical and dental materials,laboratory chemicals,complex mixtures
8551,survival,human activities,death,physiological phenomena,health,human rights,"diet , food , and nutrition"
8399,sports equipment,manufactured materials,equipment and supplies,surgical equipment,protective devices,sports,physical therapy modalities
6491,pediatric emergency medicine,emergency medicine; pediatrics,medicine,physical and rehabilitation medicine,"diagnostic techniques , respiratory system",health services,health occupations
4112,"hepatitis , infectious canine","hepatitis , viral , animal; dog diseases",virus diseases,hepatitis,infections,animal diseases,eye diseases
2209,dental care for children,dental care,dental care,dental health services,dentistry,health services,community health services
7672,rheumatoid factor,autoantibodies,antibodies,carrier proteins,membrane proteins,blood coagulation factor inhibitors,blood proteins
3495,gallbladder,biliary tract,digestive system,biliary tract diseases,digestive system diseases,digestive system and oral physiological phenomena,bodily secretions
7710,"rna , chloroplast","rna , plant",rna,"rna , messenger",nucleic acids,nucleic acid probes,molecular probes
6337,oxygen isotopes,isotopes; oxygen,isotopes,oxygen compounds,gases,oxides,ions
8129,skin transplantation,tissue transplantation,transplantation,skin and connective tissue diseases,skin diseases,"surgical procedures , operative",body regions
8425,state health plans,regional health planning,regional health planning,health planning,organization and administration,legislation as topic,health services administration
320,alzheimer vaccines,vaccines,vaccines,bacterial vaccines,viral vaccines,pharmaceutical preparations,tooth diseases
4204,hiv enhancer,"enhancer elements , genetic; hiv long terminal repeat","enhancer elements , genetic","regulatory elements , transcriptional","regulatory sequences , nucleic acid",gene components,transcription factors
2578,drug trafficking,crime,crime,violence,social problems,poisoning,public health practice
5067,local area networks,computer communication networks,computer communication networks,internet,communications media,computer systems,electrical equipment and supplies
6728,placenta,embryonic structures,fetus,embryonic and fetal development,pregnancy,pregnancy complications,"congenital , hereditary , and neonatal diseases and abnormalities"
1632,cleft lip,lip diseases; mouth abnormalities,jaw diseases,jaw,facial bones,head and neck neoplasms,mouth diseases
3889,"hair cells , auditory , inner","hair cells , auditory","hair cells , auditory","neurons , afferent",sensory receptor cells,neurons,retinal neurons
6382,"pancreatitis , graft",pancreatitis,pancreatitis,pancreatic diseases,digestive system diseases,digestive system neoplasms,immune system diseases
8980,turner syndrome,"heart defects , congenital; sex chromosome disorders of sex development",congenital abnormalities,"congenital , hereditary , and neonatal diseases and abnormalities","infant , newborn , diseases",cardiovascular abnormalities,reproduction
2243,"dental occlusion , balanced",dental occlusion,dental physiological phenomena,digestive system and oral physiological phenomena,tooth diseases,dentistry,mouth diseases
3422,"fractionation , field flow",chemical fractionation,physical phenomena,electrochemical techniques,magnetic phenomena,electrophoresis,mechanical phenomena
2883,enzyme replacement therapy,enzyme therapy,drug therapy,metabolic diseases,biological therapy,drug administration routes,nutritional and metabolic diseases
6956,"pregnancy complications , parasitic","parasitic diseases; pregnancy complications , infectious",pregnancy complications,infections,cardiovascular diseases,"genital diseases , female",virus diseases
5510,"microscopy , scanning tunneling","microscopy , scanning probe","microscopy , scanning probe",microscopy,"microscopy , electron",ultrasonography,diagnostic imaging
4006,healthy people programs,health promotion,health planning,health education,public health practice,health services administration,"health care quality , access , and evaluation"
5023,lipid regulating agents,therapeutic uses,physiological effects of drugs,reproductive control agents,pharmacologic actions,therapeutic uses,molecular mechanisms of pharmacological action
683,auditory fatigue,auditory threshold,signs and symptoms,neurologic manifestations,rehabilitation,brain diseases,neuromuscular diseases
3226,"fertility agents , female",fertility agents,fertility agents,reproductive control agents,physiological effects of drugs,pharmacologic actions,therapeutic uses
8178,smoking reduction,smoking; health behavior,behavior,neurons,preventive health services,neuromuscular diseases,signs and symptoms
8079,silent mutation,mutation,mutation,mutagenesis,chromosome aberrations,genetic variation,genetic phenomena
4556,"injections , jet","injections , subcutaneous",injections,drug administration routes,anesthesia and analgesia,physiological effects of drugs,circulatory and respiratory physiological phenomena
5063,liver transplantation,organ transplantation; tissue transplantation; digestive system surgical procedures,organ transplantation,transplantation,tissue transplantation,thoracic surgical procedures,liver diseases
6877,posterior capsule of the lens,"lens capsule , crystalline",eye,"lens , crystalline",anterior eye segment,retina,face
7341,reagent strips,"reagent kits , diagnostic",laboratory chemicals,diagnostic uses of chemicals,specialty uses of chemicals,chemical,biomedical and dental materials
4659,interviews as topic,data collection,data collection,epidemiologic study characteristics,study characteristics,clinical studies as topic,surveys and questionnaires
6892,postpartum hemorrhage,obstetric labor complications; uterine hemorrhage,hemorrhage,obstetric labor complications,ischemia,uterine diseases,embolism and thrombosis
2300,desert climate,climate,climate,atmosphere,meteorological concepts,weather,climatic processes
986,bone marrow,immune system,hematopoietic system,bone marrow cells,blood,transplantation,bone diseases
4691,intraoperative care,perioperative care,perioperative care,"surgical procedures , operative",patient care,minimally invasive surgical procedures,cardiovascular surgical procedures
3825,grateful med,information storage and retrieval; software,software,information systems,computer systems,computing methodologies,management information systems
4365,id,personality development,personality development,personality,intelligence,defense mechanisms,emotional intelligence
8356,spinal cord compression,spinal cord injuries,spinal cord diseases,peripheral nervous system diseases,nervous system diseases,central nervous system diseases,nervous system neoplasms
3097,eye proteins,proteins,membrane proteins,anterior eye segment,eye diseases,eye,carrier proteins
8929,tropical medicine,medicine,medicine,internal medicine,physical and rehabilitation medicine,health occupations,public health
5207,manganese compounds,inorganic chemicals,metals,inorganic chemicals,elements,"metals , heavy",transition elements
1643,clinical competence,professional competence; quality of health care,"outcome and process assessment , health care",quality of health care,"education , professional","quality assurance , health care",health care evaluation mechanisms
8767,tissue expansion devices,surgical equipment,surgical equipment,artificial organs,prosthesis implantation,equipment and supplies,orthopedic procedures
7185,public housing,housing,housing,residence characteristics,population characteristics,socioeconomic factors,"environment , controlled"
1246,caspase inhibitors,cysteine proteinase inhibitors,enzyme inhibitors,protease inhibitors,molecular mechanisms of pharmacological action,blood coagulation factor inhibitors,pharmacologic actions
4042,"heart septal defects , atrial",heart septal defects,heart septal defects,"heart defects , congenital",heart diseases,"arrhythmias , cardiac",cardiac conduction system disease
3363,"food contamination , radioactive",food contamination,food contamination,environmental pollution,environmental exposure,waste products,public health
256,air conditioning,"environment , controlled","environment , controlled",weather,temperature,climatic processes,atmosphere
3023,"evoked potentials , visual",ocular physiological phenomena; evoked potentials,evoked potentials,cortical excitability,visual perception,signal transduction,nervous system physiological phenomena
4993,ligase chain reaction,nucleic acid amplification techniques,polymerase chain reaction,nucleic acid amplification techniques,nucleic acid hybridization,molecular probe techniques,nucleic acid probes
7976,"sequence homology , nucleic acid",sequence homology,sequence homology,"polymorphism , genetic",genetic phenomena,genetic variation,genetic structures
4976,library services,library science; information services,library science,information services,publications,information science,health facility administration
5790,nasal absorption,respiratory tract absorption,"absorption , physiological",absorption,respiratory physiological phenomena,digestive system and oral physiological phenomena,circulatory and respiratory physiological phenomena
1166,"carcinoma , ovarian epithelial",carcinoma; ovarian neoplasms,carcinoma,"genital neoplasms , female",adenocarcinoma,endocrine gland neoplasms,"genital diseases , female"
333,american nurses ' association,"societies , nursing",societies,organizations,nurses,rna,health personnel
2796,employee retirement income security act,"legislation as topic; health benefit plans , employee",medicare,medical assistance,public assistance,legislation as topic,"insurance , health"
3056,expression of concern,publication components,publication formats,publication components,health care evaluation mechanisms,evaluation studies as topic,epidemiologic methods
6373,pancreatic function tests,"diagnostic techniques , digestive system","diagnostic techniques , digestive system",digestive system diseases,digestive system and oral physiological phenomena,pancreatic diseases,digestive system neoplasms
7674,rheumatology,internal medicine,internal medicine,biological science disciplines,medicine,physical and rehabilitation medicine,behavioral sciences
8500,sudden infant death,"death , sudden; infant death",death,"death , sudden",pregnancy complications,"infant , newborn , diseases",vital statistics
2688,egypt,"africa , northern",geographic locations,"asia , western",asia,europe,meteorological concepts
5670,motor vehicles,transportation,communications media,complex mixtures,equipment and supplies,vaccines,biological products
8744,tight junctions,intercellular junctions,intercellular junctions,cell membrane structures,subcellular fractions,cell membrane,cellular structures
6552,periodontal abscess,periodontitis; abscess,periodontal diseases,tooth diseases,dental physiological phenomena,central nervous system infections,quality of health care
3539,gene duplication,mutation; mutagenesis,mutagenesis,mutation,gene expression regulation,genetic variation,genetic phenomena
5616,molecular epidemiology,epidemiologic methods; epidemiology; genetic techniques; molecular medicine,genetics,clinical laboratory techniques,biology,biological science disciplines,chemistry
1006,book collecting,library science,information centers,information services,library science,information science,publications
5920,neuromuscular blocking agents,neuromuscular agents,peripheral nervous system agents,physiological effects of drugs,therapeutic uses,reproductive control agents,pharmacologic actions
7796,round ligament of femur,hip joint,bones of lower extremity,joints,skeleton,bone and bones,musculoskeletal system
1388,cerebral angiography,angiography,angiography,radiography,ultrasonography,diagnostic imaging,"diagnostic techniques , cardiovascular"
861,biomedical or dental material,chemical viewed functionally,biomedical and dental materials,dental materials,manufactured materials,biological products,pharmaceutical preparations
124,adaptor protein complex 3,"adaptor proteins , vesicular transport","adaptor proteins , vesicular transport",adaptor protein complex subunits,vesicular transport proteins,membrane proteins,antibodies
158,adiposity,body fat distribution,body weights and measures,body constitution,skin and connective tissue diseases,body size,growth
6253,organ preservation solutions,solutions,equipment and supplies,surgical equipment,biomedical and dental materials,bone diseases,food
6931,practice valuation and purchase,practice management,financial management,economics,"financing , organized",industry,professional practice
1617,circulating tumor dna,"dna , neoplasm",dna,forensic sciences,genetic structures,pharmaceutical preparations,blood proteins
1724,cold ischemia,transplantation; tissue preservation,ischemia,necrosis,weather,pathologic processes,transplantation
7218,pulmonary wedge pressure,blood pressure,respiratory function tests,circulatory and respiratory physiological phenomena,"diagnostic techniques , respiratory system",musculoskeletal physiological phenomena,respiratory physiological phenomena
2841,"endothelium , vascular",endothelium,tissues,epithelium,cardiovascular system,connective tissue,cytoplasm
7025,professional or occupational group,group,group,group processes,occupational groups,event,personnel management
8393,spontaneous perforation,"pathological conditions , anatomical",necrosis,wounds and injuries,hemorrhage,death,poisoning
5251,mass behavior,social behavior,social behavior,behavior,social problems,sociology,"psychology , social"
6085,"nursing service , hospital",hospital departments; nursing services,hospital departments,nursing services,health services,community health services,hospital administration
9062,urbanization,social change,population dynamics,residence characteristics,population characteristics,socioeconomic factors,culture
7848,"sarcoma , alveolar soft part","sarcoma; neoplasms , muscle tissue",sarcoma,"neoplasms , connective and soft tissue","neoplasms , connective tissue",connective tissue diseases,connective tissue
4581,insulin infusion systems,infusion pumps; drug delivery systems,equipment and supplies,surgical equipment,nutritional and metabolic diseases,pharmaceutical preparations,information systems
1829,"complement pathway , classical",complement activation,immune system phenomena,signal transduction,immune system,biochemical phenomena,cell physiological phenomena
8859,"transcription elongation , genetic","transcription , genetic","transcription , genetic",gene expression,gene expression regulation,mutagenesis,gene components
3589,"genes , duplicate",genes,genes,genome components,genome,"genome , microbial",mutation
7627,resuscitation orders,resuscitation; terminal care,patient care management,comprehensive health care,health planning,therapeutics,documentation
1694,coal industry,extraction and processing industry,extraction and processing industry,manufacturing industry,industry,"technology , industry , and agriculture",food industry
814,bile ducts,biliary tract,digestive system,endocrine system,digestive system diseases,veins,digestive system and oral physiological phenomena
8856,training support,financial support,financial support,"financing , government",public assistance,"financing , organized",economics
6500,"peer review , research",research; peer review; publishing; scholarly communication,evaluation studies as topic,health care evaluation mechanisms,research,"quality assurance , health care","health care quality , access , and evaluation"
9021,unified medical language system,"vocabulary , controlled",documentation,information systems,medical informatics applications,medical informatics,information services
6480,patient simulation,simulation training,"models , biological","models , theoretical",medical informatics applications,information systems,medical informatics
7143,psychological distress,emotions,behavioral symptoms,emotions,mental disorders,signs and symptoms,behavioral disciplines and activities
4167,high pressure neurological syndrome,central nervous system diseases; occupational diseases,respiratory insufficiency,respiration disorders,"signs and symptoms , respiratory",neurologic manifestations,nervous system diseases
